지역코드(Location_ID),발송지역(시도),발송지역(시군구),발송지역(읍면동),법정동코드,법정동(시도),법정동(시군구),법정동(읍면동)
6995,충청북도,청주시 흥덕구,외북동,4311313600,충청북도,청주시 흥덕구,외북동
6996,충청북도,청주시 흥덕구,향정동,4311313700,충청북도,청주시 흥덕구,향정동
6997,충청북도,청주시 흥덕구,비하동,4311313800,충청북도,청주시 흥덕구,비하동
6998,충청북도,청주시 흥덕구,석소동,4311313900,충청북도,청주시 흥덕구,석소동
6999,충청북도,청주시 흥덕구,정봉동,4311314000,충청북도,청주시 흥덕구,정봉동
7000,충청북도,청주시 흥덕구,신촌동,4311314100,충청북도,청주시 흥덕구,신촌동
7001,충청북도,청주시 흥덕구,오송읍,4311325000,충청북도,청주시 흥덕구,오송읍
7002,충청북도,청주시 흥덕구,강내면,4311331000,충청북도,청주시 흥덕구,강내면
7003,충청북도,청주시 흥덕구,옥산면,4311332000,충청북도,청주시 흥덕구,옥산면
7004,서울특별시,중랑구,면목동,1126010100,서울특별시,중랑구,면목동
7005,서울특별시,중랑구,상봉동,1126010200,서울특별시,중랑구,상봉동
7006,서울특별시,중랑구,중화동,1126010300,서울특별시,중랑구,중화동
7007,서울특별시,중랑구,묵동,1126010400,서울특별시,중랑구,묵동
7008,서울특별시,중랑구,망우동,1126010500,서울특별시,중랑구,망우동
7009,서울특별시,중랑구,신내동,1126010600,서울특별시,중랑구,신내동
7010,서울특별시,성북구,성북동,1129010100,서울특별시,성북구,성북동
7011,서울특별시,성북구,성북동1가,1129010200,서울특별시,성북구,성북동1가
7012,서울특별시,성북구,돈암동,1129010300,서울특별시,성북구,돈암동
7013,서울특별시,성북구,동소문동1가,1129010400,서울특별시,성북구,동소문동1가
7014,서울특별시,성북구,동소문동2가,1129010500,서울특별시,성북구,동소문동2가
7015,서울특별시,성북구,동소문동3가,1129010600,서울특별시,성북구,동소문동3가
7016,서울특별시,성북구,동소문동4가,1129010700,서울특별시,성북구,동소문동4가
7017,서울특별시,성북구,동소문동5가,1129010800,서울특별시,성북구,동소문동5가
7018,서울특별시,성북구,동소문동6가,1129010900,서울특별시,성북구,동소문동6가
7019,서울특별시,성북구,동소문동7가,1129011000,서울특별시,성북구,동소문동7가
7020,서울특별시,성북구,삼선동1가,1129011100,서울특별시,성북구,삼선동1가
7021,서울특별시,성북구,삼선동2가,1129011200,서울특별시,성북구,삼선동2가
7022,서울특별시,성북구,삼선동3가,1129011300,서울특별시,성북구,삼선동3가
7023,서울특별시,성북구,삼선동4가,1129011400,서울특별시,성북구,삼선동4가
7024,서울특별시,성북구,삼선동5가,1129011500,서울특별시,성북구,삼선동5가
7025,서울특별시,성북구,동선동1가,1129011600,서울특별시,성북구,동선동1가
7026,서울특별시,성북구,동선동2가,1129011700,서울특별시,성북구,동선동2가
7027,서울특별시,성북구,동선동3가,1129011800,서울특별시,성북구,동선동3가
7028,서울특별시,성북구,동선동4가,1129011900,서울특별시,성북구,동선동4가
7029,서울특별시,성북구,동선동5가,1129012000,서울특별시,성북구,동선동5가
7030,서울특별시,성북구,안암동1가,1129012100,서울특별시,성북구,안암동1가
7031,서울특별시,성북구,안암동2가,1129012200,서울특별시,성북구,안암동2가
7032,서울특별시,성북구,안암동3가,1129012300,서울특별시,성북구,안암동3가
7033,서울특별시,성북구,안암동4가,1129012400,서울특별시,성북구,안암동4가
7034,서울특별시,성북구,안암동5가,1129012500,서울특별시,성북구,안암동5가
7035,서울특별시,성북구,보문동4가,1129012600,서울특별시,성북구,보문동4가
7036,서울특별시,성북구,보문동5가,1129012700,서울특별시,성북구,보문동5가
7037,서울특별시,성북구,보문동6가,1129012800,서울특별시,성북구,보문동6가
7038,서울특별시,성북구,보문동7가,1129012900,서울특별시,성북구,보문동7가
7039,서울특별시,성북구,보문동1가,1129013000,서울특별시,성북구,보문동1가
7040,서울특별시,성북구,보문동2가,1129013100,서울특별시,성북구,보문동2가
7041,서울특별시,성북구,보문동3가,1129013200,서울특별시,성북구,보문동3가
7042,서울특별시,성북구,정릉동,1129013300,서울특별시,성북구,정릉동
7043,서울특별시,성북구,길음동,1129013400,서울특별시,성북구,길음동
7044,서울특별시,성북구,종암동,1129013500,서울특별시,성북구,종암동
7045,서울특별시,성북구,하월곡동,1129013600,서울특별시,성북구,하월곡동
7046,서울특별시,성북구,상월곡동,1129013700,서울특별시,성북구,상월곡동
7047,서울특별시,성북구,장위동,1129013800,서울특별시,성북구,장위동
7048,서울특별시,성북구,석관동,1129013900,서울특별시,성북구,석관동
7049,서울특별시,강북구,미아동,1130510100,서울특별시,강북구,미아동
7050,서울특별시,강북구,번동,1130510200,서울특별시,강북구,번동
7051,서울특별시,강북구,수유동,1130510300,서울특별시,강북구,수유동
7052,서울특별시,강북구,우이동,1130510400,서울특별시,강북구,우이동
7053,서울특별시,도봉구,쌍문동,1132010500,서울특별시,도봉구,쌍문동
7054,서울특별시,도봉구,방학동,1132010600,서울특별시,도봉구,방학동
7055,서울특별시,도봉구,창동,1132010700,서울특별시,도봉구,창동
7056,서울특별시,도봉구,도봉동,1132010800,서울특별시,도봉구,도봉동
7057,서울특별시,노원구,월계동,1135010200,서울특별시,노원구,월계동
7058,서울특별시,노원구,공릉동,1135010300,서울특별시,노원구,공릉동
7059,서울특별시,노원구,하계동,1135010400,서울특별시,노원구,하계동
7060,서울특별시,노원구,상계동,1135010500,서울특별시,노원구,상계동
7061,서울특별시,노원구,중계동,1135010600,서울특별시,노원구,중계동
7062,서울특별시,은평구,수색동,1138010100,서울특별시,은평구,수색동
7063,서울특별시,은평구,녹번동,1138010200,서울특별시,은평구,녹번동
7064,서울특별시,은평구,불광동,1138010300,서울특별시,은평구,불광동
7065,서울특별시,은평구,갈현동,1138010400,서울특별시,은평구,갈현동
7066,서울특별시,은평구,구산동,1138010500,서울특별시,은평구,구산동
7067,서울특별시,은평구,대조동,1138010600,서울특별시,은평구,대조동
7068,서울특별시,은평구,응암동,1138010700,서울특별시,은평구,응암동
7069,서울특별시,은평구,역촌동,1138010800,서울특별시,은평구,역촌동
7070,서울특별시,은평구,신사동,1138010900,서울특별시,은평구,신사동
7071,서울특별시,은평구,증산동,1138011000,서울특별시,은평구,증산동
7072,서울특별시,은평구,진관동,1138011400,서울특별시,은평구,진관동
7073,서울특별시,서대문구,충정로2가,1141010100,서울특별시,서대문구,충정로2가
7074,서울특별시,서대문구,충정로3가,1141010200,서울특별시,서대문구,충정로3가
7075,서울특별시,서대문구,합동,1141010300,서울특별시,서대문구,합동
7076,서울특별시,서대문구,미근동,1141010400,서울특별시,서대문구,미근동
7077,서울특별시,서대문구,냉천동,1141010500,서울특별시,서대문구,냉천동
7078,서울특별시,서대문구,천연동,1141010600,서울특별시,서대문구,천연동
7079,서울특별시,서대문구,옥천동,1141010700,서울특별시,서대문구,옥천동
7080,서울특별시,서대문구,영천동,1141010800,서울특별시,서대문구,영천동
7081,서울특별시,서대문구,현저동,1141010900,서울특별시,서대문구,현저동
7082,서울특별시,서대문구,북아현동,1141011000,서울특별시,서대문구,북아현동
7083,서울특별시,서대문구,홍제동,1141011100,서울특별시,서대문구,홍제동
7084,서울특별시,서대문구,대현동,1141011200,서울특별시,서대문구,대현동
7085,서울특별시,서대문구,대신동,1141011300,서울특별시,서대문구,대신동
7086,서울특별시,서대문구,신촌동,1141011400,서울특별시,서대문구,신촌동
7087,서울특별시,서대문구,봉원동,1141011500,서울특별시,서대문구,봉원동
7088,서울특별시,서대문구,창천동,1141011600,서울특별시,서대문구,창천동
7089,서울특별시,서대문구,연희동,1141011700,서울특별시,서대문구,연희동
7090,서울특별시,서대문구,홍은동,1141011800,서울특별시,서대문구,홍은동
7091,서울특별시,서대문구,북가좌동,1141011900,서울특별시,서대문구,북가좌동
7092,서울특별시,서대문구,남가좌동,1141012000,서울특별시,서대문구,남가좌동
7093,서울특별시,마포구,아현동,1144010100,서울특별시,마포구,아현동
7094,서울특별시,마포구,공덕동,1144010200,서울특별시,마포구,공덕동
7095,서울특별시,마포구,신공덕동,1144010300,서울특별시,마포구,신공덕동
7096,서울특별시,마포구,도화동,1144010400,서울특별시,마포구,도화동
7097,서울특별시,마포구,용강동,1144010500,서울특별시,마포구,용강동
7098,서울특별시,마포구,토정동,1144010600,서울특별시,마포구,토정동
7099,서울특별시,마포구,마포동,1144010700,서울특별시,마포구,마포동
7100,서울특별시,마포구,대흥동,1144010800,서울특별시,마포구,대흥동
7101,서울특별시,마포구,염리동,1144010900,서울특별시,마포구,염리동
7102,서울특별시,마포구,노고산동,1144011000,서울특별시,마포구,노고산동
7103,서울특별시,마포구,신수동,1144011100,서울특별시,마포구,신수동
7104,서울특별시,마포구,현석동,1144011200,서울특별시,마포구,현석동
7105,서울특별시,마포구,구수동,1144011300,서울특별시,마포구,구수동
7106,서울특별시,마포구,창전동,1144011400,서울특별시,마포구,창전동
7107,서울특별시,마포구,상수동,1144011500,서울특별시,마포구,상수동
7108,서울특별시,마포구,하중동,1144011600,서울특별시,마포구,하중동
7109,서울특별시,마포구,신정동,1144011700,서울특별시,마포구,신정동
7110,서울특별시,마포구,당인동,1144011800,서울특별시,마포구,당인동
7111,서울특별시,마포구,서교동,1144012000,서울특별시,마포구,서교동
7112,서울특별시,마포구,동교동,1144012100,서울특별시,마포구,동교동
7113,서울특별시,마포구,합정동,1144012200,서울특별시,마포구,합정동
7114,서울특별시,마포구,망원동,1144012300,서울특별시,마포구,망원동
7115,서울특별시,마포구,연남동,1144012400,서울특별시,마포구,연남동
7116,서울특별시,마포구,성산동,1144012500,서울특별시,마포구,성산동
7117,서울특별시,마포구,중동,1144012600,서울특별시,마포구,중동
7118,서울특별시,마포구,상암동,1144012700,서울특별시,마포구,상암동
7119,서울특별시,양천구,신정동,1147010100,서울특별시,양천구,신정동
7120,서울특별시,양천구,목동,1147010200,서울특별시,양천구,목동
7121,서울특별시,양천구,신월동,1147010300,서울특별시,양천구,신월동
7122,서울특별시,강서구,염창동,1150010100,서울특별시,강서구,염창동
7123,서울특별시,강서구,등촌동,1150010200,서울특별시,강서구,등촌동
7124,서울특별시,강서구,화곡동,1150010300,서울특별시,강서구,화곡동
7125,서울특별시,강서구,가양동,1150010400,서울특별시,강서구,가양동
7126,서울특별시,강서구,마곡동,1150010500,서울특별시,강서구,마곡동
7127,서울특별시,강서구,내발산동,1150010600,서울특별시,강서구,내발산동
7128,서울특별시,강서구,외발산동,1150010700,서울특별시,강서구,외발산동
7129,서울특별시,강서구,공항동,1150010800,서울특별시,강서구,공항동
7130,서울특별시,강서구,방화동,1150010900,서울특별시,강서구,방화동
7131,서울특별시,강서구,개화동,1150011000,서울특별시,강서구,개화동
7132,서울특별시,강서구,과해동,1150011100,서울특별시,강서구,과해동
7133,서울특별시,강서구,오곡동,1150011200,서울특별시,강서구,오곡동
7134,서울특별시,강서구,오쇠동,1150011300,서울특별시,강서구,오쇠동
7135,서울특별시,구로구,신도림동,1153010100,서울특별시,구로구,신도림동
7136,서울특별시,구로구,구로동,1153010200,서울특별시,구로구,구로동
7137,서울특별시,구로구,가리봉동,1153010300,서울특별시,구로구,가리봉동
7138,서울특별시,구로구,고척동,1153010600,서울특별시,구로구,고척동
7139,서울특별시,구로구,개봉동,1153010700,서울특별시,구로구,개봉동
7140,서울특별시,구로구,오류동,1153010800,서울특별시,구로구,오류동
7141,서울특별시,구로구,궁동,1153010900,서울특별시,구로구,궁동
7142,서울특별시,구로구,온수동,1153011000,서울특별시,구로구,온수동
7143,서울특별시,구로구,천왕동,1153011100,서울특별시,구로구,천왕동
7144,서울특별시,구로구,항동,1153011200,서울특별시,구로구,항동
7145,서울특별시,금천구,가산동,1154510100,서울특별시,금천구,가산동
7146,서울특별시,금천구,독산동,1154510200,서울특별시,금천구,독산동
7147,서울특별시,금천구,시흥동,1154510300,서울특별시,금천구,시흥동
7148,서울특별시,영등포구,영등포동,1156010100,서울특별시,영등포구,영등포동
7149,서울특별시,영등포구,영등포동1가,1156010200,서울특별시,영등포구,영등포동1가
7150,서울특별시,영등포구,영등포동2가,1156010300,서울특별시,영등포구,영등포동2가
7151,서울특별시,영등포구,영등포동3가,1156010400,서울특별시,영등포구,영등포동3가
7152,서울특별시,영등포구,영등포동4가,1156010500,서울특별시,영등포구,영등포동4가
7153,서울특별시,영등포구,영등포동5가,1156010600,서울특별시,영등포구,영등포동5가
7154,서울특별시,영등포구,영등포동6가,1156010700,서울특별시,영등포구,영등포동6가
7155,서울특별시,영등포구,영등포동7가,1156010800,서울특별시,영등포구,영등포동7가
7156,서울특별시,영등포구,영등포동8가,1156010900,서울특별시,영등포구,영등포동8가
7157,서울특별시,영등포구,여의도동,1156011000,서울특별시,영등포구,여의도동
7158,서울특별시,영등포구,당산동1가,1156011100,서울특별시,영등포구,당산동1가
7159,서울특별시,영등포구,당산동2가,1156011200,서울특별시,영등포구,당산동2가
7160,서울특별시,영등포구,당산동3가,1156011300,서울특별시,영등포구,당산동3가
7161,서울특별시,영등포구,당산동4가,1156011400,서울특별시,영등포구,당산동4가
7162,서울특별시,영등포구,당산동5가,1156011500,서울특별시,영등포구,당산동5가
7163,서울특별시,영등포구,당산동6가,1156011600,서울특별시,영등포구,당산동6가
7164,서울특별시,영등포구,당산동,1156011700,서울특별시,영등포구,당산동
7165,서울특별시,영등포구,도림동,1156011800,서울특별시,영등포구,도림동
7166,서울특별시,영등포구,문래동1가,1156011900,서울특별시,영등포구,문래동1가
7167,서울특별시,영등포구,문래동2가,1156012000,서울특별시,영등포구,문래동2가
7168,서울특별시,영등포구,문래동3가,1156012100,서울특별시,영등포구,문래동3가
7169,서울특별시,영등포구,문래동4가,1156012200,서울특별시,영등포구,문래동4가
7170,서울특별시,영등포구,문래동5가,1156012300,서울특별시,영등포구,문래동5가
7171,서울특별시,영등포구,문래동6가,1156012400,서울특별시,영등포구,문래동6가
7172,서울특별시,영등포구,양평동1가,1156012500,서울특별시,영등포구,양평동1가
7173,서울특별시,영등포구,양평동2가,1156012600,서울특별시,영등포구,양평동2가
7174,서울특별시,영등포구,양평동3가,1156012700,서울특별시,영등포구,양평동3가
7175,서울특별시,영등포구,양평동4가,1156012800,서울특별시,영등포구,양평동4가
7176,서울특별시,영등포구,양평동5가,1156012900,서울특별시,영등포구,양평동5가
7177,서울특별시,영등포구,양평동6가,1156013000,서울특별시,영등포구,양평동6가
7178,서울특별시,영등포구,양화동,1156013100,서울특별시,영등포구,양화동
7179,서울특별시,영등포구,신길동,1156013200,서울특별시,영등포구,신길동
7180,서울특별시,영등포구,대림동,1156013300,서울특별시,영등포구,대림동
7181,서울특별시,영등포구,양평동,1156013400,서울특별시,영등포구,양평동
7182,서울특별시,동작구,노량진동,1159010100,서울특별시,동작구,노량진동
7183,서울특별시,동작구,상도동,1159010200,서울특별시,동작구,상도동
7184,서울특별시,동작구,상도1동,1159010300,서울특별시,동작구,상도1동
7185,서울특별시,동작구,본동,1159010400,서울특별시,동작구,본동
7186,서울특별시,동작구,흑석동,1159010500,서울특별시,동작구,흑석동
7187,서울특별시,동작구,동작동,1159010600,서울특별시,동작구,동작동
7188,서울특별시,동작구,사당동,1159010700,서울특별시,동작구,사당동
7189,서울특별시,동작구,대방동,1159010800,서울특별시,동작구,대방동
7190,서울특별시,동작구,신대방동,1159010900,서울특별시,동작구,신대방동
7191,서울특별시,관악구,봉천동,1162010100,서울특별시,관악구,봉천동
7192,서울특별시,관악구,신림동,1162010200,서울특별시,관악구,신림동
7193,서울특별시,관악구,남현동,1162010300,서울특별시,관악구,남현동
7194,서울특별시,서초구,방배동,1165010100,서울특별시,서초구,방배동
7195,서울특별시,서초구,양재동,1165010200,서울특별시,서초구,양재동
7196,서울특별시,서초구,우면동,1165010300,서울특별시,서초구,우면동
7197,서울특별시,서초구,원지동,1165010400,서울특별시,서초구,원지동
7198,서울특별시,서초구,잠원동,1165010600,서울특별시,서초구,잠원동
7199,서울특별시,서초구,반포동,1165010700,서울특별시,서초구,반포동
7200,서울특별시,서초구,서초동,1165010800,서울특별시,서초구,서초동
7201,서울특별시,서초구,내곡동,1165010900,서울특별시,서초구,내곡동
7202,서울특별시,서초구,염곡동,1165011000,서울특별시,서초구,염곡동
7203,서울특별시,서초구,신원동,1165011100,서울특별시,서초구,신원동
7204,서울특별시,강남구,역삼동,1168010100,서울특별시,강남구,역삼동
7205,서울특별시,강남구,개포동,1168010300,서울특별시,강남구,개포동
7206,서울특별시,강남구,청담동,1168010400,서울특별시,강남구,청담동
7207,서울특별시,강남구,삼성동,1168010500,서울특별시,강남구,삼성동
7208,서울특별시,강남구,대치동,1168010600,서울특별시,강남구,대치동
7209,서울특별시,강남구,신사동,1168010700,서울특별시,강남구,신사동
7210,서울특별시,강남구,논현동,1168010800,서울특별시,강남구,논현동
7211,서울특별시,강남구,압구정동,1168011000,서울특별시,강남구,압구정동
7212,서울특별시,강남구,세곡동,1168011100,서울특별시,강남구,세곡동
7213,서울특별시,강남구,자곡동,1168011200,서울특별시,강남구,자곡동
7214,서울특별시,강남구,율현동,1168011300,서울특별시,강남구,율현동
7215,서울특별시,강남구,일원동,1168011400,서울특별시,강남구,일원동
7216,서울특별시,강남구,수서동,1168011500,서울특별시,강남구,수서동
7217,서울특별시,강남구,도곡동,1168011800,서울특별시,강남구,도곡동
7218,서울특별시,송파구,잠실동,1171010100,서울특별시,송파구,잠실동
7219,서울특별시,송파구,신천동,1171010200,서울특별시,송파구,신천동
7220,서울특별시,송파구,풍납동,1171010300,서울특별시,송파구,풍납동
7221,서울특별시,송파구,송파동,1171010400,서울특별시,송파구,송파동
7222,서울특별시,송파구,석촌동,1171010500,서울특별시,송파구,석촌동
7223,서울특별시,송파구,삼전동,1171010600,서울특별시,송파구,삼전동
7224,서울특별시,송파구,가락동,1171010700,서울특별시,송파구,가락동
7225,서울특별시,송파구,문정동,1171010800,서울특별시,송파구,문정동
7226,서울특별시,송파구,장지동,1171010900,서울특별시,송파구,장지동
7227,서울특별시,송파구,방이동,1171011100,서울특별시,송파구,방이동
7228,서울특별시,송파구,오금동,1171011200,서울특별시,송파구,오금동
7229,서울특별시,송파구,거여동,1171011300,서울특별시,송파구,거여동
7230,서울특별시,송파구,마천동,1171011400,서울특별시,송파구,마천동
7231,서울특별시,강동구,명일동,1174010100,서울특별시,강동구,명일동
7232,서울특별시,강동구,고덕동,1174010200,서울특별시,강동구,고덕동
7233,서울특별시,강동구,상일동,1174010300,서울특별시,강동구,상일동
7234,서울특별시,강동구,길동,1174010500,서울특별시,강동구,길동
7235,서울특별시,강동구,둔촌동,1174010600,서울특별시,강동구,둔촌동
7236,서울특별시,강동구,암사동,1174010700,서울특별시,강동구,암사동
7237,서울특별시,강동구,성내동,1174010800,서울특별시,강동구,성내동
7238,서울특별시,강동구,천호동,1174010900,서울특별시,강동구,천호동
7239,서울특별시,강동구,강일동,1174011000,서울특별시,강동구,강일동
7240,부산광역시,중구,영주동,2611010100,부산광역시,중구,영주동
7241,부산광역시,중구,대창동1가,2611010200,부산광역시,중구,대창동1가
7242,부산광역시,중구,대창동2가,2611010300,부산광역시,중구,대창동2가
7243,부산광역시,중구,중앙동1가,2611010400,부산광역시,중구,중앙동1가
7244,부산광역시,중구,중앙동2가,2611010500,부산광역시,중구,중앙동2가
7245,부산광역시,중구,중앙동3가,2611010600,부산광역시,중구,중앙동3가
7246,부산광역시,중구,중앙동4가,2611010700,부산광역시,중구,중앙동4가
7247,부산광역시,중구,중앙동5가,2611010800,부산광역시,중구,중앙동5가
7248,부산광역시,중구,중앙동6가,2611010900,부산광역시,중구,중앙동6가
7249,부산광역시,중구,중앙동7가,2611011000,부산광역시,중구,중앙동7가
7250,부산광역시,중구,동광동1가,2611011100,부산광역시,중구,동광동1가
7251,부산광역시,중구,동광동2가,2611011200,부산광역시,중구,동광동2가
7252,부산광역시,중구,동광동3가,2611011300,부산광역시,중구,동광동3가
7253,부산광역시,중구,동광동4가,2611011400,부산광역시,중구,동광동4가
7254,부산광역시,중구,동광동5가,2611011500,부산광역시,중구,동광동5가
7255,부산광역시,중구,대청동1가,2611011600,부산광역시,중구,대청동1가
7256,부산광역시,중구,대청동2가,2611011700,부산광역시,중구,대청동2가
7257,부산광역시,중구,대청동3가,2611011800,부산광역시,중구,대청동3가
7258,부산광역시,중구,대청동4가,2611011900,부산광역시,중구,대청동4가
7259,전라남도,함평군,해보면,4686037000,전라남도,함평군,해보면
7260,전라남도,함평군,월야면,4686038000,전라남도,함평군,월야면
7261,전라남도,영광군,영광읍,4687025000,전라남도,영광군,영광읍
7262,전라남도,영광군,백수읍,4687025300,전라남도,영광군,백수읍
7263,전라남도,영광군,홍농읍,4687025600,전라남도,영광군,홍농읍
7264,전라남도,영광군,대마면,4687031000,전라남도,영광군,대마면
7265,전라남도,영광군,묘량면,4687032000,전라남도,영광군,묘량면
7266,전라남도,영광군,불갑면,4687033000,전라남도,영광군,불갑면
7267,전라남도,영광군,군서면,4687034000,전라남도,영광군,군서면
7268,전라남도,영광군,군남면,4687035000,전라남도,영광군,군남면
7269,전라남도,영광군,염산면,4687036000,전라남도,영광군,염산면
7270,전라남도,영광군,법성면,4687037000,전라남도,영광군,법성면
7271,전라남도,영광군,낙월면,4687038000,전라남도,영광군,낙월면
7272,전라남도,장성군,장성읍,4688025000,전라남도,장성군,장성읍
7273,전라남도,장성군,진원면,4688031000,전라남도,장성군,진원면
7274,전라남도,장성군,남면,4688032000,전라남도,장성군,남면
7275,전라남도,장성군,동화면,4688033000,전라남도,장성군,동화면
7276,전라남도,장성군,삼서면,4688034000,전라남도,장성군,삼서면
7277,전라남도,장성군,삼계면,4688035000,전라남도,장성군,삼계면
7278,전라남도,장성군,황룡면,4688036000,전라남도,장성군,황룡면
7279,전라남도,장성군,서삼면,4688037000,전라남도,장성군,서삼면
7280,전라남도,장성군,북일면,4688038000,전라남도,장성군,북일면
7281,전라남도,장성군,북이면,4688039000,전라남도,장성군,북이면
7282,전라남도,장성군,북하면,4688040000,전라남도,장성군,북하면
7283,경상북도,영주시,영주동,4721010100,경상북도,영주시,영주동
7284,경상북도,영주시,상망동,4721010200,경상북도,영주시,상망동
7285,경상북도,영주시,하망동,4721010300,경상북도,영주시,하망동
7286,경상북도,영주시,휴천동,4721010400,경상북도,영주시,휴천동
7287,경상북도,영주시,가흥동,4721010500,경상북도,영주시,가흥동
7288,경상북도,영주시,문정동,4721010600,경상북도,영주시,문정동
7289,경상북도,영주시,고현동,4721010700,경상북도,영주시,고현동
7290,경상북도,영주시,창진동,4721010800,경상북도,영주시,창진동
7291,경상북도,영주시,상줄동,4721010900,경상북도,영주시,상줄동
7292,경상북도,영주시,조와동,4721011000,경상북도,영주시,조와동
7293,경상북도,영주시,조암동,4721011100,경상북도,영주시,조암동
7294,경상북도,영주시,적서동,4721011200,경상북도,영주시,적서동
7295,경상북도,영주시,아지동,4721011300,경상북도,영주시,아지동
7296,경상북도,영주시,풍기읍,4721025000,경상북도,영주시,풍기읍
7297,경상북도,영주시,이산면,4721031000,경상북도,영주시,이산면
7298,경상북도,영주시,평은면,4721032000,경상북도,영주시,평은면
7299,경상북도,영주시,문수면,4721033000,경상북도,영주시,문수면
7300,경상북도,영주시,장수면,4721034000,경상북도,영주시,장수면
7301,경상북도,영주시,안정면,4721035000,경상북도,영주시,안정면
7302,경상북도,영주시,봉현면,4721036000,경상북도,영주시,봉현면
7303,경상북도,영주시,순흥면,4721037000,경상북도,영주시,순흥면
7304,경상북도,영주시,단산면,4721038000,경상북도,영주시,단산면
7305,경상북도,영주시,부석면,4721039000,경상북도,영주시,부석면
7306,경상북도,영천시,조교동,4723010100,경상북도,영천시,조교동
7307,경상북도,영천시,망정동,4723010200,경상북도,영천시,망정동
7308,경상북도,영천시,야사동,4723010300,경상북도,영천시,야사동
7309,경상북도,영천시,문내동,4723010400,경상북도,영천시,문내동
7310,경상북도,영천시,문외동,4723010500,경상북도,영천시,문외동
7311,경상북도,영천시,창구동,4723010600,경상북도,영천시,창구동
7312,경상북도,영천시,교촌동,4723010700,경상북도,영천시,교촌동
7313,경상북도,영천시,과전동,4723010800,경상북도,영천시,과전동
7314,경상북도,영천시,성내동,4723010900,경상북도,영천시,성내동
7315,경상북도,영천시,화룡동,4723011000,경상북도,영천시,화룡동
7316,경상북도,영천시,도동,4723011100,경상북도,영천시,도동
7317,경상북도,영천시,금노동,4723011200,경상북도,영천시,금노동
7318,경상북도,영천시,완산동,4723011300,경상북도,영천시,완산동
7319,경상북도,영천시,범어동,4723011400,경상북도,영천시,범어동
7320,경상북도,영천시,작산동,4723011500,경상북도,영천시,작산동
7321,경상북도,영천시,봉동,4723011600,경상북도,영천시,봉동
7322,경상북도,영천시,본촌동,4723011700,경상북도,영천시,본촌동
7323,경상북도,영천시,채신동,4723011800,경상북도,영천시,채신동
7324,경상북도,영천시,괴연동,4723011900,경상북도,영천시,괴연동
7325,경상북도,영천시,대전동,4723012000,경상북도,영천시,대전동
7326,경상북도,영천시,녹전동,4723012100,경상북도,영천시,녹전동
7327,경상북도,영천시,도림동,4723012200,경상북도,영천시,도림동
7328,경상북도,영천시,오미동,4723012300,경상북도,영천시,오미동
7329,경상북도,영천시,오수동,4723012400,경상북도,영천시,오수동
7330,경상북도,영천시,쌍계동,4723012500,경상북도,영천시,쌍계동
7331,경상북도,영천시,도남동,4723012600,경상북도,영천시,도남동
7332,경상북도,영천시,매산동,4723012700,경상북도,영천시,매산동
7333,경상북도,영천시,언하동,4723012800,경상북도,영천시,언하동
7334,경상북도,영천시,신기동,4723012900,경상북도,영천시,신기동
7335,경상북도,영천시,서산동,4723013000,경상북도,영천시,서산동
7336,경상북도,영천시,금호읍,4723025000,경상북도,영천시,금호읍
7337,경상북도,영천시,청통면,4723031000,경상북도,영천시,청통면
7338,경상북도,영천시,신녕면,4723032000,경상북도,영천시,신녕면
7339,경상북도,영천시,화산면,4723033000,경상북도,영천시,화산면
7340,경상북도,영천시,화북면,4723034000,경상북도,영천시,화북면
7341,경상북도,영천시,화남면,4723035000,경상북도,영천시,화남면
7342,전북특별자치도,군산시,해망동,5213010100,전북특별자치도,군산시,해망동
7343,전북특별자치도,군산시,신흥동,5213010200,전북특별자치도,군산시,신흥동
7344,전북특별자치도,군산시,금동,5213010300,전북특별자치도,군산시,금동
7345,전북특별자치도,군산시,월명동,5213010400,전북특별자치도,군산시,월명동
7346,전북특별자치도,군산시,신창동,5213010500,전북특별자치도,군산시,신창동
7347,전북특별자치도,군산시,오룡동,5213010600,전북특별자치도,군산시,오룡동
7348,전북특별자치도,군산시,금광동,5213010700,전북특별자치도,군산시,금광동
7349,전북특별자치도,군산시,신풍동,5213010800,전북특별자치도,군산시,신풍동
7350,전북특별자치도,군산시,송풍동,5213010900,전북특별자치도,군산시,송풍동
7351,전북특별자치도,군산시,문화동,5213011000,전북특별자치도,군산시,문화동
7352,전북특별자치도,군산시,삼학동,5213011100,전북특별자치도,군산시,삼학동
7353,전북특별자치도,군산시,선양동,5213011200,전북특별자치도,군산시,선양동
7354,전북특별자치도,군산시,둔율동,5213011300,전북특별자치도,군산시,둔율동
7355,전북특별자치도,군산시,창성동,5213011400,전북특별자치도,군산시,창성동
7356,전북특별자치도,군산시,명산동,5213011500,전북특별자치도,군산시,명산동
7357,전북특별자치도,군산시,송창동,5213011600,전북특별자치도,군산시,송창동
7358,전북특별자치도,군산시,개복동,5213011700,전북특별자치도,군산시,개복동
7359,전북특별자치도,군산시,중앙로1가,5213011800,전북특별자치도,군산시,중앙로1가
7360,전북특별자치도,군산시,영화동,5213011900,전북특별자치도,군산시,영화동
7361,전북특별자치도,군산시,장미동,5213012000,전북특별자치도,군산시,장미동
7362,전북특별자치도,군산시,중앙로2가,5213012100,전북특별자치도,군산시,중앙로2가
